Table_num,Table_name,Category_num,Category_desc,Year,Units,Value_added,Imports,Total
2,Food at home dollar,1,Total,2006,Cents per Domestic Real Food Dollar,92.8,7.2,100
2,Food at home dollar,2,Agribusiness,2006,Cents per Domestic Real Food Dollar,2.5,0.7,3.1
2,Food at home dollar,3,Farm production,2006,Cents per Domestic Real Food Dollar,11.2,1.3,12.5
2,Food at home dollar,4,Food processing,2006,Cents per Domestic Real Food Dollar,22.6,1.3,23.9
2,Food at home dollar,5,Packaging,2006,Cents per Domestic Real Food Dollar,3,1.1,4
2,Food at home dollar,6,Transportation,2006,Cents per Domestic Real Food Dollar,4.9,0.2,5.2
2,Food at home dollar,7,Wholesale trade,2006,Cents per Domestic Real Food Dollar,13.7,-0.1,13.6
2,Food at home dollar,8,Retail trade,2006,Cents per Domestic Real Food Dollar,23.9,0.4,24.3
2,Food at home dollar,9,Foodservices,2006,Cents per Domestic Real Food Dollar,0.4,0,0.4
2,Food at home dollar,10,Energy,2006,Cents per Domestic Real Food Dollar,3.9,2.1,6
2,Food at home dollar,11,Finance and insurance,2006,Cents per Domestic Real Food Dollar,3.5,0.1,3.6
2,Food at home dollar,12,Advertising,2006,Cents per Domestic Real Food Dollar,2,0.1,2.1
2,Food at home dollar,13,Legal and accounting,2006,Cents per Domestic Real Food Dollar,1.2,0,1.2
2,Food at home dollar,14,Total food dollar,2006,Cents per Domestic Real Food Dollar,,,110.1
2,Food at home dollar,15,Domestic food dollar,2006,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2006,Cents per Domestic Real Food Dollar,,,23.1
2,Food at home dollar,1,Total,2007,Cents per Domestic Real Food Dollar,91.1,9,100
2,Food at home dollar,2,Agribusiness,2007,Cents per Domestic Real Food Dollar,2.4,1,3.3
2,Food at home dollar,3,Farm production,2007,Cents per Domestic Real Food Dollar,13,1.6,14.5
2,Food at home dollar,4,Food processing,2007,Cents per Domestic Real Food Dollar,20.9,1.8,22.7
2,Food at home dollar,5,Packaging,2007,Cents per Domestic Real Food Dollar,3,1.2,4.2
2,Food at home dollar,6,Transportation,2007,Cents per Domestic Real Food Dollar,4.7,0.4,4.9
2,Food at home dollar,7,Wholesale trade,2007,Cents per Domestic Real Food Dollar,14.4,-0.1,14.3
2,Food at home dollar,8,Retail trade,2007,Cents per Domestic Real Food Dollar,22.2,0.6,22.8
2,Food at home dollar,9,Foodservices,2007,Cents per Domestic Real Food Dollar,0.4,0,0.4
2,Food at home dollar,10,Energy,2007,Cents per Domestic Real Food Dollar,3.9,2.4,6.2
2,Food at home dollar,11,Finance and insurance,2007,Cents per Domestic Real Food Dollar,2.9,0.2,3.1
2,Food at home dollar,12,Advertising,2007,Cents per Domestic Real Food Dollar,1.8,0.1,1.9
2,Food at home dollar,13,Legal and accounting,2007,Cents per Domestic Real Food Dollar,1.3,0,1.4
2,Food at home dollar,14,Total food dollar,2007,Cents per Domestic Real Food Dollar,,,111.6
2,Food at home dollar,15,Domestic food dollar,2007,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2007,Cents per Domestic Real Food Dollar,,,26.8
2,Food at home dollar,1,Total,2008,Cents per Domestic Real Food Dollar,92.1,7.9,100
2,Food at home dollar,2,Agribusiness,2008,Cents per Domestic Real Food Dollar,3,0.7,3.7
2,Food at home dollar,3,Farm production,2008,Cents per Domestic Real Food Dollar,12.5,1.3,13.8
2,Food at home dollar,4,Food processing,2008,Cents per Domestic Real Food Dollar,20.3,1.9,22.2
2,Food at home dollar,5,Packaging,2008,Cents per Domestic Real Food Dollar,2.7,1.3,4.1
2,Food at home dollar,6,Transportation,2008,Cents per Domestic Real Food Dollar,5,0,5
2,Food at home dollar,7,Wholesale trade,2008,Cents per Domestic Real Food Dollar,14.9,-0.2,14.7
2,Food at home dollar,8,Retail trade,2008,Cents per Domestic Real Food Dollar,23.1,0.4,23.5
2,Food at home dollar,9,Foodservices,2008,Cents per Domestic Real Food Dollar,0.4,0,0.4
2,Food at home dollar,10,Energy,2008,Cents per Domestic Real Food Dollar,4.4,2.1,6.4
2,Food at home dollar,11,Finance and insurance,2008,Cents per Domestic Real Food Dollar,2.6,0.2,2.8
2,Food at home dollar,12,Advertising,2008,Cents per Domestic Real Food Dollar,1.8,0.1,1.9
2,Food at home dollar,13,Legal and accounting,2008,Cents per Domestic Real Food Dollar,1.4,0,1.4
2,Food at home dollar,14,Total food dollar,2008,Cents per Domestic Real Food Dollar,,,111.4
2,Food at home dollar,15,Domestic food dollar,2008,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2008,Cents per Domestic Real Food Dollar,,,26.8
2,Food at home dollar,1,Total,2009,Cents per Domestic Real Food Dollar,93,7,100
2,Food at home dollar,2,Agribusiness,2009,Cents per Domestic Real Food Dollar,3.4,0.8,4.3
2,Food at home dollar,3,Farm production,2009,Cents per Domestic Real Food Dollar,12.1,1.4,13.5
2,Food at home dollar,4,Food processing,2009,Cents per Domestic Real Food Dollar,23.3,1.6,24.9
2,Food at home dollar,5,Packaging,2009,Cents per Domestic Real Food Dollar,2.6,1,3.6
2,Food at home dollar,6,Transportation,2009,Cents per Domestic Real Food Dollar,5,0.1,5.1
2,Food at home dollar,7,Wholesale trade,2009,Cents per Domestic Real Food Dollar,13.9,-0.2,13.8
2,Food at home dollar,8,Retail trade,2009,Cents per Domestic Real Food Dollar,22.6,0.4,23
2,Food at home dollar,9,Foodservices,2009,Cents per Domestic Real Food Dollar,0.4,0,0.4
2,Food at home dollar,10,Energy,2009,Cents per Domestic Real Food Dollar,3.9,1.6,5.6
2,Food at home dollar,11,Finance and insurance,2009,Cents per Domestic Real Food Dollar,2.7,0.2,2.9
2,Food at home dollar,12,Advertising,2009,Cents per Domestic Real Food Dollar,1.6,0.1,1.7
2,Food at home dollar,13,Legal and accounting,2009,Cents per Domestic Real Food Dollar,1.2,0,1.3
2,Food at home dollar,14,Total food dollar,2009,Cents per Domestic Real Food Dollar,,,110.4
2,Food at home dollar,15,Domestic food dollar,2009,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2009,Cents per Domestic Real Food Dollar,,,27.6
2,Food at home dollar,1,Total,2010,Cents per Domestic Real Food Dollar,92.7,7.3,100
2,Food at home dollar,2,Agribusiness,2010,Cents per Domestic Real Food Dollar,3.6,0.9,4.5
2,Food at home dollar,3,Farm production,2010,Cents per Domestic Real Food Dollar,12.6,1.3,13.9
2,Food at home dollar,4,Food processing,2010,Cents per Domestic Real Food Dollar,21.9,1.8,23.7
2,Food at home dollar,5,Packaging,2010,Cents per Domestic Real Food Dollar,2.6,1.1,3.6
2,Food at home dollar,6,Transportation,2010,Cents per Domestic Real Food Dollar,4.6,0,4.7
2,Food at home dollar,7,Wholesale trade,2010,Cents per Domestic Real Food Dollar,14.3,-0.1,14.2
2,Food at home dollar,8,Retail trade,2010,Cents per Domestic Real Food Dollar,22.4,0.4,22.9
2,Food at home dollar,9,Foodservices,2010,Cents per Domestic Real Food Dollar,0.4,0,0.4
2,Food at home dollar,10,Energy,2010,Cents per Domestic Real Food Dollar,4.1,1.6,5.7
2,Food at home dollar,11,Finance and insurance,2010,Cents per Domestic Real Food Dollar,2.8,0.2,3
2,Food at home dollar,12,Advertising,2010,Cents per Domestic Real Food Dollar,1.8,0.1,1.9
2,Food at home dollar,13,Legal and accounting,2010,Cents per Domestic Real Food Dollar,1.4,0,1.4
2,Food at home dollar,14,Total food dollar,2010,Cents per Domestic Real Food Dollar,,,111.6
2,Food at home dollar,15,Domestic food dollar,2010,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2010,Cents per Domestic Real Food Dollar,,,27.8
2,Food at home dollar,1,Total,2011,Cents per Domestic Real Food Dollar,92.2,7.8,100
2,Food at home dollar,2,Agribusiness,2011,Cents per Domestic Real Food Dollar,3.3,0.9,4.2
2,Food at home dollar,3,Farm production,2011,Cents per Domestic Real Food Dollar,13.2,1.4,14.5
2,Food at home dollar,4,Food processing,2011,Cents per Domestic Real Food Dollar,20.3,1.9,22.2
2,Food at home dollar,5,Packaging,2011,Cents per Domestic Real Food Dollar,2.6,1.1,3.7
2,Food at home dollar,6,Transportation,2011,Cents per Domestic Real Food Dollar,4.6,0.1,4.6
2,Food at home dollar,7,Wholesale trade,2011,Cents per Domestic Real Food Dollar,15,-0.1,14.9
2,Food at home dollar,8,Retail trade,2011,Cents per Domestic Real Food Dollar,22.6,0.4,23.1
2,Food at home dollar,9,Foodservices,2011,Cents per Domestic Real Food Dollar,0.4,0,0.4
2,Food at home dollar,10,Energy,2011,Cents per Domestic Real Food Dollar,4.3,1.9,6.2
2,Food at home dollar,11,Finance and insurance,2011,Cents per Domestic Real Food Dollar,2.7,0.1,2.9
2,Food at home dollar,12,Advertising,2011,Cents per Domestic Real Food Dollar,1.8,0.1,1.9
2,Food at home dollar,13,Legal and accounting,2011,Cents per Domestic Real Food Dollar,1.4,0,1.4
2,Food at home dollar,14,Total food dollar,2011,Cents per Domestic Real Food Dollar,,,112.2
2,Food at home dollar,15,Domestic food dollar,2011,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2011,Cents per Domestic Real Food Dollar,,,27.7
2,Food at home dollar,1,Total,2012,Cents per Domestic Real Food Dollar,94,6,100
2,Food at home dollar,2,Agribusiness,2012,Cents per Domestic Real Food Dollar,3.1,0.3,3.5
2,Food at home dollar,3,Farm production,2012,Cents per Domestic Real Food Dollar,11,1.1,12.1
2,Food at home dollar,4,Food processing,2012,Cents per Domestic Real Food Dollar,20.3,1.7,22.1
2,Food at home dollar,5,Packaging,2012,Cents per Domestic Real Food Dollar,2.7,0.9,3.7
2,Food at home dollar,6,Transportation,2012,Cents per Domestic Real Food Dollar,5,0.1,5
2,Food at home dollar,7,Wholesale trade,2012,Cents per Domestic Real Food Dollar,17.2,-0.1,17.1
2,Food at home dollar,8,Retail trade,2012,Cents per Domestic Real Food Dollar,23.6,0.4,24
2,Food at home dollar,9,Foodservices,2012,Cents per Domestic Real Food Dollar,0.5,0,0.5
2,Food at home dollar,10,Energy,2012,Cents per Domestic Real Food Dollar,3.5,1.2,4.7
2,Food at home dollar,11,Finance and insurance,2012,Cents per Domestic Real Food Dollar,3.4,0.2,3.6
2,Food at home dollar,12,Advertising,2012,Cents per Domestic Real Food Dollar,1.9,0.1,2
2,Food at home dollar,13,Legal and accounting,2012,Cents per Domestic Real Food Dollar,1.6,0,1.6
2,Food at home dollar,14,Total food dollar,2012,Cents per Domestic Real Food Dollar,,,113.4
2,Food at home dollar,15,Domestic food dollar,2012,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2012,Cents per Domestic Real Food Dollar,,,23.5
2,Food at home dollar,1,Total,2013,Cents per Domestic Real Food Dollar,94.3,5.6,100
2,Food at home dollar,2,Agribusiness,2013,Cents per Domestic Real Food Dollar,2.5,0.3,2.8
2,Food at home dollar,3,Farm production,2013,Cents per Domestic Real Food Dollar,11.8,1,12.8
2,Food at home dollar,4,Food processing,2013,Cents per Domestic Real Food Dollar,20.5,1.6,22.1
2,Food at home dollar,5,Packaging,2013,Cents per Domestic Real Food Dollar,2.7,1,3.7
2,Food at home dollar,6,Transportation,2013,Cents per Domestic Real Food Dollar,4.8,0.1,4.9
2,Food at home dollar,7,Wholesale trade,2013,Cents per Domestic Real Food Dollar,17.4,-0.1,17.4
2,Food at home dollar,8,Retail trade,2013,Cents per Domestic Real Food Dollar,23.8,0.4,24.2
2,Food at home dollar,9,Foodservices,2013,Cents per Domestic Real Food Dollar,0.5,0,0.5
2,Food at home dollar,10,Energy,2013,Cents per Domestic Real Food Dollar,3.4,1.1,4.5
2,Food at home dollar,11,Finance and insurance,2013,Cents per Domestic Real Food Dollar,3.3,0.2,3.5
2,Food at home dollar,12,Advertising,2013,Cents per Domestic Real Food Dollar,1.9,0.1,2
2,Food at home dollar,13,Legal and accounting,2013,Cents per Domestic Real Food Dollar,1.5,0,1.5
2,Food at home dollar,14,Total food dollar,2013,Cents per Domestic Real Food Dollar,,,113.3
2,Food at home dollar,15,Domestic food dollar,2013,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2013,Cents per Domestic Real Food Dollar,,,22.8
2,Food at home dollar,1,Total,2014,Cents per Domestic Real Food Dollar,94,6,100
2,Food at home dollar,2,Agribusiness,2014,Cents per Domestic Real Food Dollar,2.6,0.4,3
2,Food at home dollar,3,Farm production,2014,Cents per Domestic Real Food Dollar,11,1.2,12.2
2,Food at home dollar,4,Food processing,2014,Cents per Domestic Real Food Dollar,20.7,1.6,22.3
2,Food at home dollar,5,Packaging,2014,Cents per Domestic Real Food Dollar,2.6,1,3.6
2,Food at home dollar,6,Transportation,2014,Cents per Domestic Real Food Dollar,4.8,0.1,4.8
2,Food at home dollar,7,Wholesale trade,2014,Cents per Domestic Real Food Dollar,17.1,0,17
2,Food at home dollar,8,Retail trade,2014,Cents per Domestic Real Food Dollar,23.9,0.5,24.4
2,Food at home dollar,9,Foodservices,2014,Cents per Domestic Real Food Dollar,0.5,0,0.5
2,Food at home dollar,10,Energy,2014,Cents per Domestic Real Food Dollar,3.5,1,4.5
2,Food at home dollar,11,Finance and insurance,2014,Cents per Domestic Real Food Dollar,3.7,0.2,3.9
2,Food at home dollar,12,Advertising,2014,Cents per Domestic Real Food Dollar,2,0.1,2.1
2,Food at home dollar,13,Legal and accounting,2014,Cents per Domestic Real Food Dollar,1.5,0,1.6
2,Food at home dollar,14,Total food dollar,2014,Cents per Domestic Real Food Dollar,,,114.7
2,Food at home dollar,15,Domestic food dollar,2014,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2014,Cents per Domestic Real Food Dollar,,,22.9
2,Food at home dollar,1,Total,2015,Cents per Domestic Real Food Dollar,94,6.1,100
2,Food at home dollar,2,Agribusiness,2015,Cents per Domestic Real Food Dollar,2.4,0.4,2.8
2,Food at home dollar,3,Farm production,2015,Cents per Domestic Real Food Dollar,10.3,1.2,11.4
2,Food at home dollar,4,Food processing,2015,Cents per Domestic Real Food Dollar,20.8,1.8,22.6
2,Food at home dollar,5,Packaging,2015,Cents per Domestic Real Food Dollar,2.5,1,3.5
2,Food at home dollar,6,Transportation,2015,Cents per Domestic Real Food Dollar,4.8,0.1,4.9
2,Food at home dollar,7,Wholesale trade,2015,Cents per Domestic Real Food Dollar,17.4,0,17.4
2,Food at home dollar,8,Retail trade,2015,Cents per Domestic Real Food Dollar,24.5,0.5,25
2,Food at home dollar,9,Foodservices,2015,Cents per Domestic Real Food Dollar,0.5,0,0.5
2,Food at home dollar,10,Energy,2015,Cents per Domestic Real Food Dollar,3.3,0.8,4.1
2,Food at home dollar,11,Finance and insurance,2015,Cents per Domestic Real Food Dollar,3.8,0.2,4
2,Food at home dollar,12,Advertising,2015,Cents per Domestic Real Food Dollar,2,0.1,2.1
2,Food at home dollar,13,Legal and accounting,2015,Cents per Domestic Real Food Dollar,1.5,0,1.5
2,Food at home dollar,14,Total food dollar,2015,Cents per Domestic Real Food Dollar,,,114.8
2,Food at home dollar,15,Domestic food dollar,2015,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2015,Cents per Domestic Real Food Dollar,,,22
2,Food at home dollar,1,Total,2016,Cents per Domestic Real Food Dollar,93.5,6.5,100
2,Food at home dollar,2,Agribusiness,2016,Cents per Domestic Real Food Dollar,2.4,0.5,2.9
2,Food at home dollar,3,Farm production,2016,Cents per Domestic Real Food Dollar,9.9,1.4,11.3
2,Food at home dollar,4,Food processing,2016,Cents per Domestic Real Food Dollar,20.6,1.9,22.5
2,Food at home dollar,5,Packaging,2016,Cents per Domestic Real Food Dollar,2.4,1,3.4
2,Food at home dollar,6,Transportation,2016,Cents per Domestic Real Food Dollar,4.8,0.1,4.9
2,Food at home dollar,7,Wholesale trade,2016,Cents per Domestic Real Food Dollar,17.3,0,17.3
2,Food at home dollar,8,Retail trade,2016,Cents per Domestic Real Food Dollar,24.8,0.5,25.3
2,Food at home dollar,9,Foodservices,2016,Cents per Domestic Real Food Dollar,0.5,0,0.5
2,Food at home dollar,10,Energy,2016,Cents per Domestic Real Food Dollar,3.3,0.7,4
2,Food at home dollar,11,Finance and insurance,2016,Cents per Domestic Real Food Dollar,4,0.2,4.3
2,Food at home dollar,12,Advertising,2016,Cents per Domestic Real Food Dollar,2.1,0.1,2.3
2,Food at home dollar,13,Legal and accounting,2016,Cents per Domestic Real Food Dollar,1.5,0.1,1.5
2,Food at home dollar,14,Total food dollar,2016,Cents per Domestic Real Food Dollar,,,115
2,Food at home dollar,15,Domestic food dollar,2016,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2016,Cents per Domestic Real Food Dollar,,,22.3
2,Food at home dollar,1,Total,2017,Cents per Domestic Real Food Dollar,93.9,6.1,100
2,Food at home dollar,2,Agribusiness,2017,Cents per Domestic Real Food Dollar,2.1,0.5,2.5
2,Food at home dollar,3,Farm production,2017,Cents per Domestic Real Food Dollar,10.4,1.4,11.8
2,Food at home dollar,4,Food processing,2017,Cents per Domestic Real Food Dollar,20.7,1.7,22.4
2,Food at home dollar,5,Packaging,2017,Cents per Domestic Real Food Dollar,2.3,0.9,3.2
2,Food at home dollar,6,Transportation,2017,Cents per Domestic Real Food Dollar,4.8,0.1,4.8
2,Food at home dollar,7,Wholesale trade,2017,Cents per Domestic Real Food Dollar,16.8,0,16.8
2,Food at home dollar,8,Retail trade,2017,Cents per Domestic Real Food Dollar,25.5,0.5,25.9
2,Food at home dollar,9,Foodservices,2017,Cents per Domestic Real Food Dollar,0.5,0,0.5
2,Food at home dollar,10,Energy,2017,Cents per Domestic Real Food Dollar,3.4,0.7,4.1
2,Food at home dollar,11,Finance and insurance,2017,Cents per Domestic Real Food Dollar,4,0.2,4.1
2,Food at home dollar,12,Advertising,2017,Cents per Domestic Real Food Dollar,2.2,0.1,2.3
2,Food at home dollar,13,Legal and accounting,2017,Cents per Domestic Real Food Dollar,1.5,0,1.5
2,Food at home dollar,14,Total food dollar,2017,Cents per Domestic Real Food Dollar,,,114
2,Food at home dollar,15,Domestic food dollar,2017,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2017,Cents per Domestic Real Food Dollar,,,22.4
2,Food at home dollar,1,Total,2018,Cents per Domestic Real Food Dollar,94,6,100
2,Food at home dollar,2,Agribusiness,2018,Cents per Domestic Real Food Dollar,2,0.5,2.5
2,Food at home dollar,3,Farm production,2018,Cents per Domestic Real Food Dollar,10.5,1.4,11.9
2,Food at home dollar,4,Food processing,2018,Cents per Domestic Real Food Dollar,20.7,1.7,22.4
2,Food at home dollar,5,Packaging,2018,Cents per Domestic Real Food Dollar,2.4,1,3.4
2,Food at home dollar,6,Transportation,2018,Cents per Domestic Real Food Dollar,4.9,0.1,4.9
2,Food at home dollar,7,Wholesale trade,2018,Cents per Domestic Real Food Dollar,16.9,-0.1,16.8
2,Food at home dollar,8,Retail trade,2018,Cents per Domestic Real Food Dollar,25.1,0.5,25.6
2,Food at home dollar,9,Foodservices,2018,Cents per Domestic Real Food Dollar,0.5,0,0.5
2,Food at home dollar,10,Energy,2018,Cents per Domestic Real Food Dollar,3.4,0.7,4
2,Food at home dollar,11,Finance and insurance,2018,Cents per Domestic Real Food Dollar,3.8,0.1,4
2,Food at home dollar,12,Advertising,2018,Cents per Domestic Real Food Dollar,2.3,0.1,2.4
2,Food at home dollar,13,Legal and accounting,2018,Cents per Domestic Real Food Dollar,1.5,0,1.5
2,Food at home dollar,14,Total food dollar,2018,Cents per Domestic Real Food Dollar,,,114.8
2,Food at home dollar,15,Domestic food dollar,2018,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2018,Cents per Domestic Real Food Dollar,,,22.4
2,Food at home dollar,1,Total,2019,Cents per Domestic Real Food Dollar,94,6,100
2,Food at home dollar,2,Agribusiness,2019,Cents per Domestic Real Food Dollar,2.2,0.5,2.7
2,Food at home dollar,3,Farm production,2019,Cents per Domestic Real Food Dollar,9.6,1.6,11.2
2,Food at home dollar,4,Food processing,2019,Cents per Domestic Real Food Dollar,20.8,1.9,22.6
2,Food at home dollar,5,Packaging,2019,Cents per Domestic Real Food Dollar,2.4,1.1,3.5
2,Food at home dollar,6,Transportation,2019,Cents per Domestic Real Food Dollar,4.8,0.1,4.9
2,Food at home dollar,7,Wholesale trade,2019,Cents per Domestic Real Food Dollar,17,-0.4,16.6
2,Food at home dollar,8,Retail trade,2019,Cents per Domestic Real Food Dollar,25.3,0.4,25.7
2,Food at home dollar,9,Foodservices,2019,Cents per Domestic Real Food Dollar,0.5,0,0.5
2,Food at home dollar,10,Energy,2019,Cents per Domestic Real Food Dollar,3.3,0.6,3.9
2,Food at home dollar,11,Finance and insurance,2019,Cents per Domestic Real Food Dollar,4,0.2,4.2
2,Food at home dollar,12,Advertising,2019,Cents per Domestic Real Food Dollar,2.4,0.1,2.5
2,Food at home dollar,13,Legal and accounting,2019,Cents per Domestic Real Food Dollar,1.5,0,1.5
2,Food at home dollar,14,Total food dollar,2019,Cents per Domestic Real Food Dollar,,,115.4
2,Food at home dollar,15,Domestic food dollar,2019,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2019,Cents per Domestic Real Food Dollar,,,22.1
2,Food at home dollar,1,Total,2020,Cents per Domestic Real Food Dollar,94.4,5.6,100
2,Food at home dollar,2,Agribusiness,2020,Cents per Domestic Real Food Dollar,2.4,0.5,2.8
2,Food at home dollar,3,Farm production,2020,Cents per Domestic Real Food Dollar,9.1,1.4,10.5
2,Food at home dollar,4,Food processing,2020,Cents per Domestic Real Food Dollar,21.4,1.9,23.4
2,Food at home dollar,5,Packaging,2020,Cents per Domestic Real Food Dollar,2.4,1,3.5
2,Food at home dollar,6,Transportation,2020,Cents per Domestic Real Food Dollar,4.9,0,4.9
2,Food at home dollar,7,Wholesale trade,2020,Cents per Domestic Real Food Dollar,16.9,-0.4,16.6
2,Food at home dollar,8,Retail trade,2020,Cents per Domestic Real Food Dollar,25.5,0.4,25.9
2,Food at home dollar,9,Foodservices,2020,Cents per Domestic Real Food Dollar,0.4,0,0.4
2,Food at home dollar,10,Energy,2020,Cents per Domestic Real Food Dollar,3.1,0.5,3.6
2,Food at home dollar,11,Finance and insurance,2020,Cents per Domestic Real Food Dollar,4.2,0.2,4.4
2,Food at home dollar,12,Advertising,2020,Cents per Domestic Real Food Dollar,2.5,0.1,2.6
2,Food at home dollar,13,Legal and accounting,2020,Cents per Domestic Real Food Dollar,1.4,0,1.5
2,Food at home dollar,14,Total food dollar,2020,Cents per Domestic Real Food Dollar,,,114.8
2,Food at home dollar,15,Domestic food dollar,2020,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2020,Cents per Domestic Real Food Dollar,,,21.5
2,Food at home dollar,1,Total,2021,Cents per Domestic Real Food Dollar,94.5,5.5,100
2,Food at home dollar,2,Agribusiness,2021,Cents per Domestic Real Food Dollar,1.9,0.5,2.4
2,Food at home dollar,3,Farm production,2021,Cents per Domestic Real Food Dollar,11.1,1.5,12.6
2,Food at home dollar,4,Food processing,2021,Cents per Domestic Real Food Dollar,22.2,1.6,23.8
2,Food at home dollar,5,Packaging,2021,Cents per Domestic Real Food Dollar,2.2,1.2,3.4
2,Food at home dollar,6,Transportation,2021,Cents per Domestic Real Food Dollar,4.8,0,4.8
2,Food at home dollar,7,Wholesale trade,2021,Cents per Domestic Real Food Dollar,16.5,-0.3,16.2
2,Food at home dollar,8,Retail trade,2021,Cents per Domestic Real Food Dollar,23.7,0.4,24.1
2,Food at home dollar,9,Foodservices,2021,Cents per Domestic Real Food Dollar,0.5,0,0.5
2,Food at home dollar,10,Energy,2021,Cents per Domestic Real Food Dollar,3,0.5,3.5
2,Food at home dollar,11,Finance and insurance,2021,Cents per Domestic Real Food Dollar,4.1,0.2,4.2
2,Food at home dollar,12,Advertising,2021,Cents per Domestic Real Food Dollar,2.7,0.1,2.8
2,Food at home dollar,13,Legal and accounting,2021,Cents per Domestic Real Food Dollar,1.4,0,1.4
2,Food at home dollar,14,Total food dollar,2021,Cents per Domestic Real Food Dollar,,,116.2
2,Food at home dollar,15,Domestic food dollar,2021,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2021,Cents per Domestic Real Food Dollar,,,21.7
2,Food at home dollar,1,Total,2022,Cents per Domestic Real Food Dollar,94.4,5.6,100
2,Food at home dollar,2,Agribusiness,2022,Cents per Domestic Real Food Dollar,1.8,0.5,2.2
2,Food at home dollar,3,Farm production,2022,Cents per Domestic Real Food Dollar,12.1,1.6,13.7
2,Food at home dollar,4,Food processing,2022,Cents per Domestic Real Food Dollar,21.6,1.5,23.1
2,Food at home dollar,5,Packaging,2022,Cents per Domestic Real Food Dollar,2,1.2,3.2
2,Food at home dollar,6,Transportation,2022,Cents per Domestic Real Food Dollar,4.6,0,4.6
2,Food at home dollar,7,Wholesale trade,2022,Cents per Domestic Real Food Dollar,15.8,-0.3,15.5
2,Food at home dollar,8,Retail trade,2022,Cents per Domestic Real Food Dollar,24.2,0.4,24.6
2,Food at home dollar,9,Foodservices,2022,Cents per Domestic Real Food Dollar,0.5,0,0.6
2,Food at home dollar,10,Energy,2022,Cents per Domestic Real Food Dollar,3.1,0.5,3.6
2,Food at home dollar,11,Finance and insurance,2022,Cents per Domestic Real Food Dollar,4,0.2,4.1
2,Food at home dollar,12,Advertising,2022,Cents per Domestic Real Food Dollar,2.7,0.1,2.8
2,Food at home dollar,13,Legal and accounting,2022,Cents per Domestic Real Food Dollar,1.4,0,1.5
2,Food at home dollar,14,Total food dollar,2022,Cents per Domestic Real Food Dollar,,,118
2,Food at home dollar,15,Domestic food dollar,2022,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2022,Cents per Domestic Real Food Dollar,,,22.1
2,Food at home dollar,1,Total,2023,Cents per Domestic Real Food Dollar,94.8,5.2,100
2,Food at home dollar,2,Agribusiness,2023,Cents per Domestic Real Food Dollar,1.8,0.5,2.3
2,Food at home dollar,3,Farm production,2023,Cents per Domestic Real Food Dollar,12,1.3,13.4
2,Food at home dollar,4,Food processing,2023,Cents per Domestic Real Food Dollar,22.1,1.5,23.6
2,Food at home dollar,5,Packaging,2023,Cents per Domestic Real Food Dollar,2,1.1,3.2
2,Food at home dollar,6,Transportation,2023,Cents per Domestic Real Food Dollar,4.3,0,4.3
2,Food at home dollar,7,Wholesale trade,2023,Cents per Domestic Real Food Dollar,15.2,-0.3,14.8
2,Food at home dollar,8,Retail trade,2023,Cents per Domestic Real Food Dollar,24.4,0.4,24.8
2,Food at home dollar,9,Foodservices,2023,Cents per Domestic Real Food Dollar,0.6,0,0.6
2,Food at home dollar,10,Energy,2023,Cents per Domestic Real Food Dollar,3.1,0.5,3.5
2,Food at home dollar,11,Finance and insurance,2023,Cents per Domestic Real Food Dollar,4.4,0.1,4.6
2,Food at home dollar,12,Advertising,2023,Cents per Domestic Real Food Dollar,2.8,0.1,2.9
2,Food at home dollar,13,Legal and accounting,2023,Cents per Domestic Real Food Dollar,1.4,0,1.5
2,Food at home dollar,14,Total food dollar,2023,Cents per Domestic Real Food Dollar,,,117.4
2,Food at home dollar,15,Domestic food dollar,2023,Cents per Domestic Real Food Dollar,,,100
2,Food at home dollar,16,Farm share,2023,Cents per Domestic Real Food Dollar,,,21.8
3,Food away from home dollar,1,Total,1993,Cents per Domestic Real Food Dollar,,4.3,100
3,Food away from home dollar,2,Agribusiness,1993,Cents per Domestic Real Food Dollar,,0.2,1.4
3,Food away from home dollar,3,Farm production,1993,Cents per Domestic Real Food Dollar,,0.3,3.4
