source_desc,sector_desc,group_desc,commodity_desc,statisticcat_desc,short_desc,domain_desc,class_desc,state_name,year,month,month_id,freq_desc,unit_desc,nominal_price
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1998,FEB,2,MONTHLY,$ / BU,2.55
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1998,MAR,3,MONTHLY,$ / BU,2.55
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1998,APR,4,MONTHLY,$ / BU,2.41
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1998,MAY,5,MONTHLY,$ / BU,2.34
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1998,JUN,6,MONTHLY,$ / BU,2.28
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1998,JUL,7,MONTHLY,$ / BU,2.19
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1998,AUG,8,MONTHLY,$ / BU,1.89
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1998,SEP,9,MONTHLY,$ / BU,1.84
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1998,OCT,10,MONTHLY,$ / BU,1.91
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1998,NOV,11,MONTHLY,$ / BU,1.93
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1998,DEC,12,MONTHLY,$ / BU,2.0
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,MARKETING YEAR,0,ANNUAL,$ / BU,2.43
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,JAN,1,MONTHLY,$ / BU,2.69
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,FEB,2,MONTHLY,$ / BU,2.65
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,MAR,3,MONTHLY,$ / BU,2.79
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,APR,4,MONTHLY,$ / BU,2.8
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,MAY,5,MONTHLY,$ / BU,2.69
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,JUN,6,MONTHLY,$ / BU,2.56
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,JUL,7,MONTHLY,$ / BU,2.42
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,AUG,8,MONTHLY,$ / BU,2.5
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,SEP,9,MONTHLY,$ / BU,2.52
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,OCT,10,MONTHLY,$ / BU,2.54
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,NOV,11,MONTHLY,$ / BU,2.51
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1997,DEC,12,MONTHLY,$ / BU,2.52
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,MARKETING YEAR,0,ANNUAL,$ / BU,2.71
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,JAN,1,MONTHLY,$ / BU,3.09
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,FEB,2,MONTHLY,$ / BU,3.37
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,MAR,3,MONTHLY,$ / BU,3.51
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,APR,4,MONTHLY,$ / BU,3.85
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,MAY,5,MONTHLY,$ / BU,4.14
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,JUN,6,MONTHLY,$ / BU,4.2
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,JUL,7,MONTHLY,$ / BU,4.43
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,AUG,8,MONTHLY,$ / BU,4.3
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,SEP,9,MONTHLY,$ / BU,3.56
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,OCT,10,MONTHLY,$ / BU,2.88
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,NOV,11,MONTHLY,$ / BU,2.66
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1996,DEC,12,MONTHLY,$ / BU,2.63
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,MARKETING YEAR,0,ANNUAL,$ / BU,3.24
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,JAN,1,MONTHLY,$ / BU,2.19
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,FEB,2,MONTHLY,$ / BU,2.23
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,MAR,3,MONTHLY,$ / BU,2.3
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,APR,4,MONTHLY,$ / BU,2.36
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,MAY,5,MONTHLY,$ / BU,2.42
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,JUN,6,MONTHLY,$ / BU,2.51
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,JUL,7,MONTHLY,$ / BU,2.63
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,AUG,8,MONTHLY,$ / BU,2.63
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,SEP,9,MONTHLY,$ / BU,2.69
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,OCT,10,MONTHLY,$ / BU,2.79
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,NOV,11,MONTHLY,$ / BU,2.87
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1995,DEC,12,MONTHLY,$ / BU,3.07
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,MARKETING YEAR,0,ANNUAL,$ / BU,2.26
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,JAN,1,MONTHLY,$ / BU,2.7
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,FEB,2,MONTHLY,$ / BU,2.79
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,MAR,3,MONTHLY,$ / BU,2.74
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,APR,4,MONTHLY,$ / BU,2.65
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,MAY,5,MONTHLY,$ / BU,2.6
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,JUN,6,MONTHLY,$ / BU,2.61
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,JUL,7,MONTHLY,$ / BU,2.29
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,AUG,8,MONTHLY,$ / BU,2.16
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,SEP,9,MONTHLY,$ / BU,2.19
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,OCT,10,MONTHLY,$ / BU,2.06
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,NOV,11,MONTHLY,$ / BU,1.99
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1994,DEC,12,MONTHLY,$ / BU,2.13
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,MARKETING YEAR,0,ANNUAL,$ / BU,2.5
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,JAN,1,MONTHLY,$ / BU,2.03
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,FEB,2,MONTHLY,$ / BU,2.0
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,MAR,3,MONTHLY,$ / BU,2.1
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,APR,4,MONTHLY,$ / BU,2.16
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,MAY,5,MONTHLY,$ / BU,2.14
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,JUN,6,MONTHLY,$ / BU,2.09
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,JUL,7,MONTHLY,$ / BU,2.22
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,AUG,8,MONTHLY,$ / BU,2.25
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,SEP,9,MONTHLY,$ / BU,2.21
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,OCT,10,MONTHLY,$ / BU,2.28
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,NOV,11,MONTHLY,$ / BU,2.45
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1993,DEC,12,MONTHLY,$ / BU,2.67
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,MARKETING YEAR,0,ANNUAL,$ / BU,2.07
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,JAN,1,MONTHLY,$ / BU,2.4
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,FEB,2,MONTHLY,$ / BU,2.46
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,MAR,3,MONTHLY,$ / BU,2.49
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,APR,4,MONTHLY,$ / BU,2.48
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,MAY,5,MONTHLY,$ / BU,2.49
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,JUN,6,MONTHLY,$ / BU,2.47
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,JUL,7,MONTHLY,$ / BU,2.33
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,AUG,8,MONTHLY,$ / BU,2.15
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,SEP,9,MONTHLY,$ / BU,2.16
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,OCT,10,MONTHLY,$ / BU,2.05
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,NOV,11,MONTHLY,$ / BU,1.98
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1992,DEC,12,MONTHLY,$ / BU,1.97
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,MARKETING YEAR,0,ANNUAL,$ / BU,2.37
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,JAN,1,MONTHLY,$ / BU,2.27
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,FEB,2,MONTHLY,$ / BU,2.32
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,MAR,3,MONTHLY,$ / BU,2.39
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,APR,4,MONTHLY,$ / BU,2.42
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,MAY,5,MONTHLY,$ / BU,2.38
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,JUN,6,MONTHLY,$ / BU,2.31
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,JUL,7,MONTHLY,$ / BU,2.27
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,AUG,8,MONTHLY,$ / BU,2.33
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,SEP,9,MONTHLY,$ / BU,2.33
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,OCT,10,MONTHLY,$ / BU,2.31
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,NOV,11,MONTHLY,$ / BU,2.29
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1991,DEC,12,MONTHLY,$ / BU,2.33
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,MARKETING YEAR,0,ANNUAL,$ / BU,2.28
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,JAN,1,MONTHLY,$ / BU,2.31
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,FEB,2,MONTHLY,$ / BU,2.32
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,MAR,3,MONTHLY,$ / BU,2.37
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,APR,4,MONTHLY,$ / BU,2.51
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,MAY,5,MONTHLY,$ / BU,2.62
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,JUN,6,MONTHLY,$ / BU,2.63
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,JUL,7,MONTHLY,$ / BU,2.62
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,AUG,8,MONTHLY,$ / BU,2.51
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,SEP,9,MONTHLY,$ / BU,2.32
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,OCT,10,MONTHLY,$ / BU,2.19
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,NOV,11,MONTHLY,$ / BU,2.16
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1990,DEC,12,MONTHLY,$ / BU,2.22
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1989,MARKETING YEAR,0,ANNUAL,$ / BU,2.36
SURVEY,CROPS,FIELD CROPS,CORN,PRICE RECEIVED,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,ALL CLASSES,US TOTAL,1989,JAN,1,MONTHLY,$ / BU,2.6
